stationid,Est: Total,MoE: Total,Est: Total: White alone,MoE: Total: White alone,Est: Total: Black or African American alone,MoE: Total: Black or African American alone,Est: Total: American Indian and Alaska Native alone,MoE: Total: American Indian and Alaska Native alone,Est: Total: Asian alone,MoE: Total: Asian alone,Est: Total: Native Hawaiian and Other Pacific Islander alone,MoE: Total: Native Hawaiian and Other Pacific Islander alone,Est: Total: Some other race alone,MoE: Total: Some other race alone,Est: Total: Two or more races,MoE: Total: Two or more races,Est: Total: Two or more races: Two races including Some other race,MoE: Total: Two or more races: Two races including Some other race,"Est: Total: Two or more races: Two races excluding Some other race, and three or more races","MoE: Total: Two or more races: Two races excluding Some other race, and three or more races",NAME,state,county,tract,Estimate!!Total,Margin of Error!!Total,Estimate!!Total!!Not Hispanic or Latino,Margin of Error!!Total!!Not Hispanic or Latino,Estimate!!Total!!Not Hispanic or Latino!!White alone,Margin of Error!!Total!!Not Hispanic or Latino!!White alone,Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone,Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone,Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Estimate!!Total!!Not Hispanic or Latino!!Asian alone,Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone,Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total!!Not Hispanic or Latino!!Some other race alone,Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone,Estimate!!Total!!Not Hispanic or Latino!!Two or more races,Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races,Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,"Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races",Estimate!!Total!!Hispanic or Latino,Margin of Error!!Total!!Hispanic or Latino,Estimate!!Total!!Hispanic or Latino!!White alone,Margin of Error!!Total!!Hispanic or Latino!!White alone,Estimate!!Total!!Hispanic or Latino!!Black or African American alone,Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone,Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone,Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone,Estimate!!Total!!Hispanic or Latino!!Asian alone,Margin of Error!!Total!!Hispanic or Latino!!Asian alone,Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total!!Hispanic or Latino!!Some other race alone,Margin of Error!!Total!!Hispanic or Latino!!Some other race alone,Estimate!!Total!!Hispanic or Latino!!Two or more races,Margin of Error!!Total!!Hispanic or Latino!!Two or more races,Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race,Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race,"Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races",Est: Poverty Status Past 12 Months,Est: Poverty Status Past 12 Months (White),Est: Poverty Status Past 12 Months (Black),Est: Poverty Status Past 12 Months (Native American),Est: Poverty Status Past 12 Months (Asian),Est: Poverty Status Past 12 Months (Native Hawiian/Pacific Islander),Est: Poverty Status Past 12 Months (Other),Est: Poverty Status Past 12 Months (Two or more races),Est: Poverty Status Past 12 Months (Non-Hispanic White),Est: Poverty Status Past 12 Months (Hispanic or Latino)
34.0,58918,6069,51702,5606,728,643,34,139,4304,2312,0,108,431,467,1719,1280,108,239,1611,1285,"Census Tract 126, New York County, New YorkCensus Tract 128, New York County, New YorkCensus Tract 130, New York County, New YorkCensus Tract 134, New York County, New YorkCensus Tract 138, New York County, New YorkCensus Tract 140, New York County, New YorkCensus Tract 142, New York County, New York",252,427,93800,58918,6069,55205,6029,48680,5518,697,639,34,139,4304,2312,0,108,56,159,1434,1147,103,239,1331,1121,3713,1866,3022,1847,31,135,0,108,0,108,0,108,375,416,285,445,5,108,280,445,4253,3680,93,0,113,0,100,267,3343,501
35.0,22273,2819,2754,1286,15091,2523,10,60,412,389,0,66,3653,2054,353,365,145,171,208,289,"Census Tract 373, Kings County, New YorkCensus Tract 405, Kings County, New YorkCensus Tract 403, Kings County, New YorkCensus Tract 371, Kings County, New YorkCensus Tract 401, Kings County, New YorkCensus Tract 369, Kings County, New York",216,282,232200,22273,2819,16072,2476,1430,786,14033,2510,10,60,383,367,0,66,51,134,165,255,6,65,159,254,6201,2160,1324,901,1058,858,0,66,29,88,0,66,3602,2049,188,212,139,172,49,106,7035,899,4212,0,101,0,1761,62,418,2458
36.0,16541,1490,10307,1282,2460,820,40,66,1316,706,0,44,1555,778,863,538,191,233,672,429,"Census Tract 135, Kings County, New YorkCensus Tract 133, Kings County, New YorkCensus Tract 127, Kings County, New YorkCensus Tract 131, Kings County, New York",144,188,52600,16541,1490,13335,1371,9208,1212,2283,783,24,60,1257,693,0,44,16,51,547,362,14,43,533,363,3206,1006,1099,500,177,190,16,49,59,103,0,44,1539,773,316,343,177,233,139,191,1681,610,513,24,114,0,393,27,485,593
37.0,41747,4879,13149,4221,983,707,214,313,20927,4111,0,97,5220,2974,1254,1166,434,439,820,983,"Census Tract 269.01, Queens County, New YorkCensus Tract 269.02, Queens County, New YorkCensus Tract 271, Queens County, New YorkCensus Tract 469, Queens County, New YorkCensus Tract 471, Queens County, New YorkCensus Tract 481, Queens County, New YorkCensus Tract 485, Queens County, New York",252,567,271503,41747,4879,25457,4285,2500,1294,815,656,97,191,20913,4105,0,97,314,460,818,1009,85,169,733,958,16290,4878,10649,4143,168,243,117,258,14,107,0,97,4906,2880,436,449,349,396,87,178,8494,2037,260,97,3701,0,1891,508,576,3366
38.0,28064,3227,1506,770,23016,3262,41,92,411,468,0,87,2679,1527,411,371,149,226,262,262,"Census Tract 307, Kings County, New YorkCensus Tract 381, Kings County, New YorkCensus Tract 377, Kings County, New YorkCensus Tract 301, Kings County, New YorkCensus Tract 379, Kings County, New YorkCensus Tract 303, Kings County, New YorkCensus Tract 299, Kings County, New York",252,329,234700,28064,3227,23851,3183,1105,656,22038,3200,13,81,411,468,0,87,38,133,246,251,41,121,205,212,4213,1691,401,378,978,742,28,98,0,87,0,87,2641,1484,165,243,108,185,57,144,10022,442,7631,16,63,0,1734,136,307,2404
39.0,26394,2753,8179,2105,5395,1752,144,242,1466,841,0,76,10325,3012,885,639,345,345,540,494,"Census Tract 224.01, Bronx County, New YorkCensus Tract 224.03, Bronx County, New YorkCensus Tract 224.04, Bronx County, New YorkCensus Tract 228, Bronx County, New YorkCensus Tract 330, Bronx County, New YorkCensus Tract 332.01, Bronx County, New York",216,30,156209,26394,2753,11497,1968,5003,1557,4540,1449,0,76,1466,841,0,76,138,223,350,360,127,240,223,252,14897,2810,3176,1535,855,718,144,242,0,76,0,76,10187,2966,535,491,218,262,317,380,5792,1469,708,27,202,0,3103,283,791,4221
40.0,19384,2499,1822,1132,12662,2169,170,291,542,517,0,66,3380,1584,808,666,538,508,270,307,"Census Tract 372, Bronx County, New YorkCensus Tract 374, Bronx County, New YorkCensus Tract 376, Bronx County, New YorkCensus Tract 378, Bronx County, New YorkCensus Tract 380, Bronx County, New YorkCensus Tract 390, Bronx County, New York",216,30,227000,19384,2499,13484,2258,458,393,11920,2131,140,255,542,517,0,66,172,263,252,268,117,178,135,181,5900,1845,1364,1014,742,560,30,102,0,66,0,66,3208,1554,556,562,421,422,135,219,5943,670,3049,30,183,0,1552,459,162,2744
41.0,10357,1100,1138,620,6512,991,22,49,626,399,0,33,1870,823,189,155,123,133,66,81,"Census Tract 418, Bronx County, New YorkCensus Tract 434, Bronx County, New YorkCensus Tract 436, Bronx County, New York",108,15,128800,10357,1100,7546,887,469,277,6096,906,0,33,618,398,0,33,223,298,140,137,93,119,47,67,2811,979,669,505,416,403,22,49,8,35,0,33,1647,769,49,78,30,69,19,53,2376,539,1252,12,33,0,531,9,175,1181
42.0,27234,2381,6120,1418,17960,2433,134,238,1219,722,0,76,975,873,826,568,162,206,664,517,"Census Tract 213, Kings County, New YorkCensus Tract 323, Kings County, New YorkCensus Tract 215, Kings County, New YorkCensus Tract 325, Kings County, New YorkCensus Tract 217, Kings County, New YorkCensus Tract 219, Kings County, New York",216,282,151200,27234,2381,24545,2416,5388,1362,17059,2436,134,238,1168,707,0,76,107,178,689,554,120,209,569,490,2689,1288,732,526,901,683,0,76,51,119,0,76,868,773,137,159,42,127,95,131,4914,739,3390,134,283,0,230,138,516,531
43.0,32883,3230,4439,1671,9371,2295,137,215,466,491,0,109,17503,3160,967,666,444,423,523,474,"Census Tract 87, Bronx County, New YorkCensus Tract 119, Bronx County, New YorkCensus Tract 121.01, Bronx County, New YorkCensus Tract 121.02, Bronx County, New YorkCensus Tract 125, Bronx County, New YorkCensus Tract 127.01, Bronx County, New YorkCensus Tract 129.01, Bronx County, New YorkCensus Tract 131, Bronx County, New YorkCensus Tract 159, Bronx County, New York",324,45,111905,32883,3230,9120,2313,522,421,7720,2183,102,200,378,449,0,109,159,245,239,288,51,152,188,248,23763,3095,3917,1571,1651,949,35,127,88,199,0,109,17344,3161,728,563,393,397,335,373,13368,1673,3109,37,228,0,7816,505,254,10145
44.0,12500,1171,4683,1087,1530,487,73,147,823,415,0,44,4978,1173,413,321,196,225,217,171,"Census Tract 224.04, Bronx County, New YorkCensus Tract 230, Bronx County, New YorkCensus Tract 232, Bronx County, New YorkCensus Tract 236, Bronx County, New York",144,20,92204,12500,1171,5642,974,3222,897,1350,432,0,44,822,415,0,44,43,76,205,204,78,147,127,123,6858,1215,1461,820,180,167,73,147,1,35,0,44,4935,1170,208,227,118,157,90,121,2998,1343,272,0,211,0,1053,119,1050,1420
45.0,31177,3319,2942,1319,25139,3179,39,127,760,584,0,87,1487,1178,810,788,182,193,628,704,"Census Tract 804, Kings County, New YorkCensus Tract 800, Kings County, New YorkCensus Tract 802, Kings County, New YorkCensus Tract 818, Kings County, New YorkCensus Tract 820, Kings County, New YorkCensus Tract 810, Kings County, New YorkCensus Tract 822, Kings County, New York",252,329,567600,31177,3319,27857,3233,2228,1041,24092,3136,39,127,724,569,0,87,175,280,599,705,22,88,577,694,3320,1581,714,599,1047,920,0,87,36,131,0,87,1312,1045,211,223,160,192,51,116,7269,821,5475,12,274,0,621,66,297,1197
46.0,19886,2467,2154,1368,15356,2250,59,118,214,281,0,66,1842,1191,261,291,161,195,100,186,"Census Tract 1158, Kings County, New YorkCensus Tract 1126, Kings County, New YorkCensus Tract 1124, Kings County, New YorkCensus Tract 1160, Kings County, New YorkCensus Tract 1128, Kings County, New YorkCensus Tract 1122, Kings County, New York",216,282,681800,19886,2467,15486,2389,621,760,14400,2260,34,106,214,281,0,66,90,179,127,214,27,94,100,186,4400,1613,1533,953,956,764,25,78,0,66,0,66,1752,1166,134,189,134,189,0,66,6183,756,4381,42,51,0,811,142,280,1630
47.0,14846,1440,1638,565,6929,1139,118,216,105,148,0,43,5824,1175,232,187,58,96,174,144,"Census Tract 51, Bronx County, New YorkCensus Tract 61, Bronx County, New YorkCensus Tract 65, Bronx County, New York",108,15,17700,14846,1440,6963,1157,349,232,6242,1068,118,216,97,146,0,43,28,72,129,143,0,43,129,143,7883,1133,1289,515,687,300,0,43,8,44,0,43,5796,1173,103,113,58,96,45,61,5567,645,2240,118,0,0,2505,59,33,3486
48.0,31768,3150,4866,2026,9994,2866,174,265,514,410,0,76,15206,3220,1014,919,233,244,781,847,"Census Tract 59.02, Bronx County, New YorkCensus Tract 63, Bronx County, New YorkCensus Tract 183.01, Bronx County, New YorkCensus Tract 183.02, Bronx County, New YorkCensus Tract 189, Bronx County, New YorkCensus Tract 195, Bronx County, New York",216,30,87205,31768,3150,9627,2423,831,713,7852,2336,126,221,504,409,0,76,99,144,215,258,20,111,195,242,22141,3339,4035,1816,2142,1574,48,115,10,78,0,76,15107,3226,799,876,213,220,586,789,10719,2202,2996,23,169,0,4980,349,219,7997
49.0,26487,3258,22905,3147,609,487,18,106,2503,1058,0,98,258,315,194,247,24,122,170,231,"Census Tract 100, New York County, New YorkCensus Tract 108, New York County, New YorkCensus Tract 110, New York County, New YorkCensus Tract 112.02, New York County, New YorkCensus Tract 112.03, New York County, New YorkCensus Tract 114.01, New York County, New YorkCensus Tract 114.02, New York County, New YorkCensus Tract 120, New York County, New York",288,488,89008,26487,3258,24798,3313,21541,3168,588,483,18,106,2481,1062,0,98,20,118,150,226,24,122,126,202,1689,893,1364,860,21,97,0,98,22,121,0,98,238,305,44,130,0,98,44,130,1350,1008,140,0,165,0,12,25,914,108
50.0,22477,2459,2469,998,6272,1836,33,76,331,402,39,99,12763,2738,570,429,292,267,278,301,"Census Tract 31, Bronx County, New YorkCensus Tract 35, Bronx County, New YorkCensus Tract 73, Bronx County, New YorkCensus Tract 79, Bronx County, New YorkCensus Tract 83, Bronx County, New York",180,25,30100,22477,2459,5715,1792,143,147,5117,1721,5,66,319,403,39,99,36,90,56,90,0,65,56,90,16762,2674,2326,964,1155,759,28,75,12,68,0,65,12727,2731,514,402,292,267,222,287,9315,938,2736,23,23,31,5290,274,36,7032
51.0,37709,4183,5620,2360,12081,2940,261,338,550,550,0,103,16431,4448,2766,1720,1928,1282,838,921,"Census Tract 48, Bronx County, New YorkCensus Tract 50.01, Bronx County, New YorkCensus Tract 50.02, Bronx County, New YorkCensus Tract 54, Bronx County, New YorkCensus Tract 56, Bronx County, New YorkCensus Tract 62, Bronx County, New YorkCensus Tract 64, Bronx County, New YorkCensus Tract 68, Bronx County, New York",288,40,45203,37709,4183,12554,2954,500,440,10035,2594,80,210,453,485,0,103,910,934,576,750,398,574,178,290,25155,4211,5120,2194,2046,1280,181,271,97,208,0,103,15521,4328,2190,1517,1530,1187,660,758,13899,2296,3737,46,227,0,6882,711,314,10171
52.0,19143,1896,2534,991,5684,1453,105,194,206,265,0,71,9896,1803,718,566,395,398,323,300,"Census Tract 52, Bronx County, New YorkCensus Tract 119, Bronx County, New YorkCensus Tract 121.01, Bronx County, New YorkCensus Tract 121.02, Bronx County, New YorkCensus Tract 123, Bronx County, New YorkCensus Tract 127.01, Bronx County, New York",216,30,66304,19143,1896,5508,1454,215,237,4692,1349,30,90,184,252,0,71,246,301,141,188,0,71,141,188,13635,1832,2319,947,992,613,75,175,22,79,0,71,9650,1821,577,495,395,398,182,214,8504,1316,1993,75,42,0,4733,345,150,6455
53.0,27609,3038,5384,2036,8061,2084,207,279,2434,1087,0,76,9787,2953,1736,1172,871,631,865,862,"Census Tract 44, Bronx County, New YorkCensus Tract 64, Bronx County, New YorkCensus Tract 68, Bronx County, New YorkCensus Tract 70, Bronx County, New YorkCensus Tract 72, Bronx County, New YorkCensus Tract 76, Bronx County, New York",216,30,39400,27609,3038,11399,2496,1169,1020,6900,1920,118,226,2302,1068,0,76,245,336,665,808,64,168,601,716,16210,3022,4215,1675,1161,891,89,147,132,221,0,76,9542,2925,1071,734,807,611,264,320,9003,1972,2251,106,792,0,3259,623,513,5580
54.0,31484,4111,12959,3510,609,625,59,174,13693,3362,0,97,3190,2081,974,728,221,294,753,639,"Census Tract 247, Queens County, New YorkCensus Tract 249, Queens County, New YorkCensus Tract 251, Queens County, New YorkCensus Tract 257, Queens County, New YorkCensus Tract 259, Queens County, New YorkCensus Tract 261, Queens County, New YorkCensus Tract 263, Queens County, New York",252,567,178700,31484,4111,20140,3589,5468,1606,349,348,0,97,13580,3338,0,97,56,128,687,615,62,148,625,578,11344,3799,7491,3288,260,391,59,174,113,201,0,97,3134,2072,287,338,159,243,128,236,5382,1879,20,0,2825,0,532,126,599,1892
55.0,7161,863,1482,596,4483,968,0,16,496,356,62,92,638,414,0,16,0,16,0,16,"Census Tract 1032.01, Queens County, New York",36,81,103201,7161,863,4651,990,36,38,4057,959,0,16,496,356,62,92,0,16,0,16,0,16,0,16,2510,624,1446,595,426,344,0,16,0,16,0,16,638,414,0,16,0,16,0,16,2205,832,1135,0,0,0,238,0,30,1295
56.0,25068,2581,21895,2567,416,466,66,107,2015,809,0,48,149,187,527,386,130,194,397,301,"Census Tract 153, New York County, New YorkCensus Tract 157, New York County, New YorkCensus Tract 161, New York County, New York",108,183,47100,25068,2581,23171,2510,20327,2470,405,459,26,63,1841,750,0,48,55,107,517,385,120,189,397,301,1897,905,1568,798,11,40,40,100,174,251,0,48,94,128,10,54,10,54,0,48,1167,943,47,0,144,0,14,19,895,69
57.0,23704,2095,14376,2119,4555,1604,8,44,2369,1049,0,48,1365,947,1031,636,41,96,990,618,"Census Tract 177, New York County, New YorkCensus Tract 181, New York County, New YorkCensus Tract 185, New York County, New York",108,183,54300,23704,2095,19130,2071,12221,1843,3668,1321,8,44,2265,957,0,48,228,257,740,530,0,48,740,530,4574,1330,2155,1118,887,674,0,48,104,216,0,48,1137,864,291,335,41,96,250,287,2704,1079,838,8,307,0,338,134,892,843
58.0,36299,3596,11088,2419,5828,1809,369,544,881,600,0,69,14803,3449,3330,1692,1315,920,2015,1329,"Census Tract 243.01, New York County, New YorkCensus Tract 245, New York County, New YorkCensus Tract 249, New York County, New YorkCensus Tract 251, New York County, New YorkCensus Tract 253, New York County, New York",180,305,124101,36299,3596,8946,1836,3602,1013,3910,1437,0,69,841,591,0,69,371,395,222,205,16,77,206,204,27353,3598,7486,2339,1918,1118,369,544,40,89,0,69,14432,3433,3108,1661,1299,921,1809,1294,10780,3475,1942,311,166,0,3681,1205,1053,8224
59.0,51717,5710,7768,3548,9403,3073,283,381,3014,1720,20,156,29198,5736,2031,1478,1162,992,869,939,"Census Tract 265, Bronx County, New YorkCensus Tract 399.01, Bronx County, New YorkCensus Tract 401, Bronx County, New YorkCensus Tract 403.02, Bronx County, New YorkCensus Tract 403.03, Bronx County, New YorkCensus Tract 403.04, Bronx County, New YorkCensus Tract 405.01, Bronx County, New YorkCensus Tract 405.02, Bronx County, New YorkCensus Tract 407.01, Bronx County, New YorkCensus Tract 407.02, Bronx County, New York",360,50,389816,51717,5710,14333,3852,2730,1763,7856,2757,32,173,2878,1698,20,156,409,560,408,466,64,192,344,432,37384,5645,5038,2729,1547,1230,251,363,136,281,0,135,28789,5726,1623,1300,1098,963,525,724,18258,2799,2346,54,734,0,11686,639,545,14907
60.0,6658,920,4038,828,677,316,39,120,1599,552,0,77,112,147,193,235,30,115,163,208,"Census Tract 82, New York County, New YorkCensus Tract 84, New York County, New YorkCensus Tract 94, New York County, New YorkCensus Tract 96, New York County, New YorkCensus Tract 109, New York County, New YorkCensus Tract 113, New York County, New YorkCensus Tract 119, New York County, New York",252,427,69700,6658,920,6139,951,3731,802,567,322,12,85,1599,552,0,77,40,118,190,240,30,115,160,213,519,298,307,255,110,117,27,112,0,77,0,77,72,106,3,72,0,77,3,72,1203,521,302,12,293,0,52,23,372,266
61.0,11343,1171,2217,630,7632,1363,61,126,642,501,0,49,506,471,285,327,20,60,265,320,"Census Tract 798.02, Kings County, New YorkCensus Tract 177, Kings County, New YorkCensus Tract 327, Kings County, New YorkCensus Tract 798.01, Kings County, New York",144,188,210003,11343,1171,10031,1300,1810,489,7241,1366,61,126,582,467,0,49,87,148,250,319,20,60,230,312,1312,715,407,390,391,331,0,49,60,132,0,49,419,457,35,94,0,49,35,94,1799,431,1090,0,201,0,53,24,305,179
62.0,30864,3689,27038,3756,129,147,82,140,2654,1275,0,82,869,819,92,192,39,130,53,136,"Census Tract 236, Kings County, New YorkCensus Tract 216, Kings County, New YorkCensus Tract 238, Kings County, New YorkCensus Tract 240, Kings County, New YorkCensus Tract 220, Kings County, New YorkCensus Tract 192, Kings County, New YorkCensus Tract 218, Kings County, New York",252,329,156000,30864,3689,28640,3874,25724,3852,110,132,72,141,2640,1277,0,82,2,75,92,192,39,130,53,136,2224,1874,1314,1575,19,95,10,82,14,93,0,82,867,819,0,82,0,82,0,82,12441,11443,89,57,558,0,294,0,10949,795
63.0,11526,1354,2764,944,967,525,62,86,3813,1161,15,46,3119,1202,786,495,494,404,292,259,"Census Tract 142.02, Queens County, New YorkCensus Tract 212, Queens County, New YorkCensus Tract 214, Queens County, New York",108,243,56802,11526,1354,6573,1242,981,400,814,454,62,86,3813,1161,0,38,288,354,615,447,401,370,214,223,4953,1178,1783,925,153,173,0,38,0,38,15,46,2831,1149,171,171,93,115,78,119,2878,592,173,0,966,0,1088,59,102,1576
64.0,10742,1383,7270,1399,354,294,0,49,2446,815,0,49,317,355,355,316,31,72,324,310,"Census Tract 757.01, Queens County, New YorkCensus Tract 769.02, Queens County, New YorkCensus Tract 773, Queens County, New YorkCensus Tract 775, Queens County, New York",144,324,307403,10742,1383,9346,1433,6180,1373,354,294,0,49,2416,794,0,49,100,175,296,301,17,60,279,298,1396,637,1090,612,0,49,0,49,30,83,0,49,217,231,59,86,14,61,45,74,745,388,48,0,133,0,116,60,322,147
65.0,15708,1852,2521,1132,2497,1002,76,125,3315,1068,0,49,6345,1556,954,623,528,467,426,366,"Census Tract 208, Queens County, New YorkCensus Tract 212, Queens County, New YorkCensus Tract 238, Queens County, New YorkCensus Tract 240, Queens County, New York",144,324,89800,15708,1852,8576,1611,713,499,2348,973,15,55,3305,1070,0,49,1573,920,622,526,419,448,203,220,7132,1624,1808,1010,149,176,61,119,10,50,0,49,4772,1335,332,293,109,122,223,261,3642,711,365,7,837,0,1440,282,120,1953
66.0,7470,883,4925,641,155,129,0,27,1554,517,0,27,473,411,363,167,0,27,363,167,"Census Tract 7, Queens County, New YorkCensus Tract 19, Queens County, New York",72,162,2600,7470,883,6184,760,4234,605,85,87,0,27,1527,518,0,27,77,75,261,134,0,27,261,134,1286,535,691,292,70,93,0,27,27,41,0,27,396,412,102,97,0,27,102,97,477,263,0,0,214,0,0,0,198,65
67.0,36326,4001,23694,3802,993,888,133,260,7930,2621,64,183,2131,1661,1381,1051,227,292,1154,961,"Census Tract 741, Queens County, New YorkCensus Tract 711, Queens County, New YorkCensus Tract 713.03, Queens County, New YorkCensus Tract 713.04, Queens County, New YorkCensus Tract 713.05, Queens County, New YorkCensus Tract 713.06, Queens County, New YorkCensus Tract 721, Queens County, New York",252,567,502518,36326,4001,30134,3839,19969,3716,940,853,102,222,7913,2624,64,183,171,276,975,849,32,142,943,831,6192,2776,3725,1882,53,142,31,135,17,113,0,97,1960,1621,406,439,195,254,211,290,5073,3643,21,27,1004,0,189,189,3215,627
68.0,17855,1945,4331,1294,201,191,114,212,11766,1835,0,49,1238,838,205,220,63,108,142,200,"Census Tract 471, Queens County, New YorkCensus Tract 473, Queens County, New YorkCensus Tract 475, Queens County, New YorkCensus Tract 479, Queens County, New York",144,324,189800,17855,1945,13849,1876,1766,840,151,149,0,49,11708,1832,0,49,40,78,184,217,42,102,142,200,4006,1422,2565,1117,50,90,114,212,58,114,0,49,1198,832,21,71,21,71,0,49,3327,369,3,0,2434,0,457,64,193,654
69.0,31201,3789,20849,3834,1154,799,65,132,4663,1866,0,87,3483,2296,987,820,195,301,792,684,"Census Tract 486, Kings County, New YorkCensus Tract 228, Kings County, New YorkCensus Tract 230, Kings County, New YorkCensus Tract 490, Kings County, New YorkCensus Tract 484, Kings County, New YorkCensus Tract 488, Kings County, New YorkCensus Tract 478, Kings County, New York",252,329,288400,31201,3789,25603,3779,19078,3742,1154,799,20,96,4576,1882,0,87,66,158,709,651,123,232,586,544,5598,2473,1771,1103,0,87,45,123,87,198,0,87,3417,2291,278,379,72,147,206,353,10018,7522,54,51,1293,0,854,244,7055,1381
70.0,25433,2430,10188,1824,11177,2183,20,81,1615,837,0,71,1336,827,1097,646,169,206,928,608,"Census Tract 233, Kings County, New YorkCensus Tract 197, Kings County, New YorkCensus Tract 193, Kings County, New YorkCensus Tract 229, Kings County, New YorkCensus Tract 235, Kings County, New YorkCensus Tract 231, Kings County, New York",216,282,131800,25433,2430,22176,2433,9074,1682,10545,2130,0,71,1600,834,0,71,176,265,781,502,77,108,704,474,3257,1254,1114,685,632,678,20,81,15,69,0,71,1160,724,316,319,92,157,224,270,6118,2643,2529,0,385,0,399,162,2459,777
71.0,31324,3085,18400,2855,3772,1615,271,294,3590,1089,21,95,4500,2035,770,568,188,235,582,450,"Census Tract 511, Kings County, New YorkCensus Tract 509, Kings County, New YorkCensus Tract 507, Kings County, New YorkCensus Tract 529, Kings County, New YorkCensus Tract 505, Kings County, New YorkCensus Tract 527, Kings County, New YorkCensus Tract 491, Kings County, New York",252,329,357900,31324,3085,19796,2569,13879,2137,1914,936,45,145,3577,1076,21,95,168,273,192,245,12,94,180,240,11528,2051,4521,1661,1858,1195,226,258,13,95,0,87,4332,2005,578,505,176,226,402,380,11684,7496,1191,51,866,0,1848,232,5807,4492
72.0,18293,1866,14356,1921,530,520,108,204,1366,662,0,66,1450,921,483,412,55,94,428,402,"Census Tract 497, Kings County, New YorkCensus Tract 501, Kings County, New YorkCensus Tract 503, Kings County, New YorkCensus Tract 519, Kings County, New YorkCensus Tract 513, Kings County, New YorkCensus Tract 515, Kings County, New York",216,282,304800,18293,1866,14600,1668,12261,1752,441,460,0,66,1337,657,0,66,163,227,398,393,18,84,380,384,3693,1237,2095,948,89,143,108,204,29,91,0,66,1287,873,85,123,37,79,48,117,1983,1320,54,0,215,0,336,58,927,732
73.0,25939,3932,2064,1102,18527,3357,103,179,131,209,6,74,4493,2079,615,671,400,513,215,279,"Census Tract 1144, Kings County, New YorkCensus Tract 1134, Kings County, New YorkCensus Tract 906, Kings County, New YorkCensus Tract 910, Kings County, New YorkCensus Tract 908, Kings County, New YorkCensus Tract 1156, Kings County, New York",216,282,615800,25939,3932,18056,3352,249,240,17333,3301,65,148,131,209,6,74,185,326,87,137,15,92,72,121,7883,2709,1815,1023,1194,915,38,107,0,76,0,76,4308,1990,528,630,385,487,143,247,13630,1152,9829,70,74,6,2242,257,192,4218
