,Est: Total,MoE: Total,Est: Total: White alone,MoE: Total: White alone,Est: Total: Black or African American alone,MoE: Total: Black or African American alone,Est: Total: American Indian and Alaska Native alone,MoE: Total: American Indian and Alaska Native alone,Est: Total: Asian alone,MoE: Total: Asian alone,Est: Total: Native Hawaiian and Other Pacific Islander alone,MoE: Total: Native Hawaiian and Other Pacific Islander alone,Est: Total: Some other race alone,MoE: Total: Some other race alone,Est: Total: Two or more races,MoE: Total: Two or more races,Est: Total: Two or more races: Two races including Some other race,MoE: Total: Two or more races: Two races including Some other race,"Est: Total: Two or more races: Two races excluding Some other race, and three or more races","MoE: Total: Two or more races: Two races excluding Some other race, and three or more races",NAME,state,county,tract,Estimate!!Total,Margin of Error!!Total,Estimate!!Total!!Not Hispanic or Latino,Margin of Error!!Total!!Not Hispanic or Latino,Estimate!!Total!!Not Hispanic or Latino!!White alone,Margin of Error!!Total!!Not Hispanic or Latino!!White alone,Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone,Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone,Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Estimate!!Total!!Not Hispanic or Latino!!Asian alone,Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone,Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total!!Not Hispanic or Latino!!Some other race alone,Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone,Estimate!!Total!!Not Hispanic or Latino!!Two or more races,Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races,Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,"Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races",Estimate!!Total!!Hispanic or Latino,Margin of Error!!Total!!Hispanic or Latino,Estimate!!Total!!Hispanic or Latino!!White alone,Margin of Error!!Total!!Hispanic or Latino!!White alone,Estimate!!Total!!Hispanic or Latino!!Black or African American alone,Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone,Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone,Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone,Estimate!!Total!!Hispanic or Latino!!Asian alone,Margin of Error!!Total!!Hispanic or Latino!!Asian alone,Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total!!Hispanic or Latino!!Some other race alone,Margin of Error!!Total!!Hispanic or Latino!!Some other race alone,Estimate!!Total!!Hispanic or Latino!!Two or more races,Margin of Error!!Total!!Hispanic or Latino!!Two or more races,Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race,Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race,"Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races",Est: Poverty Status Past 12 Months,Est: Poverty Status Past 12 Months (White),Est: Poverty Status Past 12 Months (Black),Est: Poverty Status Past 12 Months (Native American),Est: Poverty Status Past 12 Months (Asian),Est: Poverty Status Past 12 Months (Native Hawiian/Pacific Islander),Est: Poverty Status Past 12 Months (Other),Est: Poverty Status Past 12 Months (Two or more races),Est: Poverty Status Past 12 Months (Non-Hispanic White),Est: Poverty Status Past 12 Months (Hispanic or Latino)
1400000US36047025600,3195,441,1157,251,25,42,0,11,1977,447,0,11,18,28,18,84,0,11,18,84,"Census Tract 256, Kings County, New York",36,047,025600,3195,441,2852,435,832,171,25,42,0,11,1977,447,0,11,0,11,18,84,0,11,18,84,343,269,325,267,0,11,0,11,0,11,0,11,18,28,0,11,0,11,0,11,540,262,0,0,278,0,0,0,215,47
1400000US36047027100,2502,309,212,142,2034,355,47,43,128,110,0,11,75,63,6,10,0,11,6,10,"Census Tract 271, Kings County, New York",36,047,027100,2502,309,2366,309,164,123,1997,353,47,43,128,110,0,11,30,43,0,11,0,11,0,11,136,92,48,58,37,44,0,11,0,11,0,11,45,45,6,10,0,11,6,10,594,80,403,0,107,0,4,0,80,5
1400000US36047029400,2489,278,1537,268,155,101,0,11,615,166,0,11,148,147,34,41,7,17,27,39,"Census Tract 294, Kings County, New York",36,047,029400,2489,278,2220,271,1427,266,144,101,0,11,615,166,0,11,0,11,34,41,7,17,27,39,269,157,110,66,11,12,0,11,0,11,0,11,148,147,0,11,0,11,0,11,536,308,24,0,73,0,114,17,273,149
1400000US36047102600,2508,279,99,42,2366,283,0,11,0,11,0,11,26,38,17,17,9,12,8,12,"Census Tract 1026, Kings County, New York",36,047,102600,2508,279,2415,273,82,40,2290,276,0,11,0,11,0,11,26,38,17,17,9,12,8,12,93,86,17,18,76,84,0,11,0,11,0,11,0,11,0,11,0,11,0,11,179,10,134,0,0,0,26,9,4,37
1400000US36047015100,4273,334,3146,376,191,145,0,11,229,76,0,11,223,202,484,185,85,109,399,153,"Census Tract 151, Kings County, New York",36,047,015100,4273,334,3557,345,2809,321,176,142,0,11,207,73,0,11,12,22,353,168,0,11,353,168,716,250,337,180,15,18,0,11,22,32,0,11,211,200,131,152,85,109,46,72,296,219,23,0,53,0,1,0,181,50
1400000US36047023600,5693,483,5323,524,12,18,57,59,224,151,0,16,77,100,0,16,0,16,0,16,"Census Tract 236, Kings County, New York",36,047,023600,5693,483,5472,508,5189,531,12,18,47,60,224,151,0,16,0,16,0,16,0,16,0,16,221,192,134,202,0,16,10,16,0,16,0,16,77,100,0,16,0,16,0,16,2584,2363,12,47,124,0,38,0,2363,38
1400000US36047027700,4975,605,389,195,4402,636,0,11,0,11,0,11,112,102,72,62,0,11,72,62,"Census Tract 277, Kings County, New York",36,047,027700,4975,605,4542,642,232,150,4259,625,0,11,0,11,0,11,0,11,51,57,0,11,51,57,433,179,157,125,143,159,0,11,0,11,0,11,112,102,21,22,0,11,21,22,1881,84,1754,0,0,0,32,11,62,54
1400000US36047122000,5573,715,326,288,4412,751,0,16,66,117,0,16,647,535,122,116,0,16,122,116,"Census Tract 1220, Kings County, New York",36,047,122000,5573,715,4340,700,0,16,4113,705,0,16,66,117,0,16,90,143,71,90,0,16,71,90,1233,567,326,288,299,327,0,16,0,16,0,16,557,525,51,81,0,16,51,81,1136,0,925,0,0,0,211,0,0,348
1400000US36047017200,4040,606,1545,301,134,165,0,11,2064,705,0,11,297,312,0,11,0,11,0,11,"Census Tract 172, Kings County, New York",36,047,017200,4040,606,3412,667,1305,235,134,165,0,11,1945,728,0,11,28,45,0,11,0,11,0,11,628,307,240,173,0,11,0,11,119,103,0,11,269,287,0,11,0,11,0,11,155,49,0,0,101,0,5,0,49,82
1400000US36047036400,2077,303,1322,226,64,59,0,11,521,255,0,11,148,208,22,36,0,11,22,36,"Census Tract 364, Kings County, New York",36,047,036400,2077,303,1848,277,1261,235,44,49,0,11,521,255,0,11,0,11,22,36,0,11,22,36,229,210,61,61,20,33,0,11,0,11,0,11,148,208,0,11,0,11,0,11,467,285,44,0,136,0,2,0,257,30
1400000US36047040000,3429,425,1518,219,9,14,0,11,1565,360,0,11,337,254,0,11,0,11,0,11,"Census Tract 400, Kings County, New York",36,047,040000,3429,425,2987,382,1422,209,0,11,0,11,1565,360,0,11,0,11,0,11,0,11,0,11,442,249,96,75,9,14,0,11,0,11,0,11,337,254,0,11,0,11,0,11,729,337,9,0,335,0,48,0,337,57
1400000US36047044100,6156,661,2897,593,908,401,54,52,660,252,0,16,1421,448,216,159,125,117,91,115,"Census Tract 441, Kings County, New York",36,047,044100,6156,661,1495,339,712,188,85,51,17,26,660,252,0,16,0,16,21,35,21,35,0,16,4661,742,2185,583,823,399,37,57,0,16,0,16,1421,448,195,159,104,117,91,115,1617,839,142,0,90,0,448,98,163,1338
1400000US36047099000,1552,253,93,99,1308,238,0,11,39,59,0,11,87,90,25,30,5,8,20,30,"Census Tract 990, Kings County, New York",36,047,099000,1552,253,1472,250,93,99,1308,238,0,11,39,59,0,11,7,10,25,30,5,8,20,30,80,89,0,11,0,11,0,11,0,11,0,11,80,89,0,11,0,11,0,11,232,60,118,0,6,0,48,0,60,48
1400000US36047023300,4863,409,1195,250,2781,415,0,11,240,149,0,11,413,224,234,159,37,55,197,157,"Census Tract 233, Kings County, New York",36,047,023300,4863,409,3900,441,928,168,2607,411,0,11,240,149,0,11,30,47,95,80,0,11,95,80,963,266,267,148,174,160,0,11,0,11,0,11,383,221,139,124,37,55,102,119,1601,272,1047,0,97,0,98,87,195,306
1400000US36047048500,3034,260,1766,232,276,141,51,60,115,64,0,11,710,249,116,95,28,31,88,89,"Census Tract 485, Kings County, New York",36,047,048500,3034,260,1696,261,1385,209,156,85,0,11,115,64,0,11,16,24,24,27,0,11,24,27,1338,282,381,134,120,133,51,60,0,11,0,11,694,242,92,92,28,31,64,85,562,290,54,0,26,0,192,0,243,239
1400000US36047074200,3590,283,1623,287,1551,281,10,15,174,141,0,11,146,105,86,62,27,36,59,53,"Census Tract 742, Kings County, New York",36,047,074200,3590,283,3320,307,1519,288,1541,280,0,11,174,141,0,11,0,11,86,62,27,36,59,53,270,122,104,74,10,10,10,15,0,11,0,11,146,105,0,11,0,11,0,11,474,288,120,0,28,0,24,14,259,53
1400000US36047091200,6627,721,634,420,4221,928,60,80,310,297,0,16,1197,595,205,262,0,16,205,262,"Census Tract 912, Kings County, New York",36,047,091200,6627,721,4166,866,39,63,3668,845,44,77,310,297,0,16,0,16,105,155,0,16,105,155,2461,742,595,415,553,442,16,27,0,16,0,16,1197,595,100,148,0,16,100,148,3291,223,2224,60,0,0,679,105,39,1338
1400000US36047116800,1579,289,544,224,713,256,10,19,70,52,0,11,242,148,0,11,0,11,0,11,"Census Tract 1168, Kings County, New York",36,047,116800,1579,289,774,236,44,38,660,250,0,11,70,52,0,11,0,11,0,11,0,11,0,11,805,255,500,224,53,40,10,19,0,11,0,11,242,148,0,11,0,11,0,11,605,139,314,0,29,0,123,0,2,274
1400000US36047119200,3231,440,993,316,1726,399,0,11,218,233,0,11,194,92,100,86,57,65,43,64,"Census Tract 1192, Kings County, New York",36,047,119200,3231,440,1979,434,93,64,1583,404,0,11,218,233,0,11,0,11,85,90,42,64,43,64,1252,298,900,295,143,140,0,11,0,11,0,11,194,92,15,17,15,17,0,11,1190,428,680,0,0,0,82,0,62,473
1400000US36047013900,3652,269,2507,329,372,146,24,31,324,120,0,11,155,97,270,113,46,44,224,105,"Census Tract 139, Kings County, New York",36,047,013900,3652,269,3010,234,2233,266,312,136,0,11,324,120,0,11,0,11,141,67,0,11,141,67,642,188,274,192,60,60,24,31,0,11,0,11,155,97,129,88,46,44,83,77,390,237,45,0,82,0,4,22,215,48
1400000US36047053900,2638,175,2446,199,81,62,20,30,10,15,0,11,69,48,12,14,9,12,3,5,"Census Tract 539, Kings County, New York",36,047,053900,2638,175,2257,165,2168,182,76,61,0,11,10,15,0,11,0,11,3,5,0,11,3,5,381,72,278,93,5,8,20,30,0,11,0,11,69,48,9,12,9,12,0,11,1420,1381,0,20,10,0,6,3,1337,70
1400000US36047078400,2806,273,64,46,2570,308,0,11,13,15,0,11,96,70,63,56,48,55,15,16,"Census Tract 784, Kings County, New York",36,047,078400,2806,273,2666,279,64,46,2494,299,0,11,13,15,0,11,32,45,63,56,48,55,15,16,140,83,0,11,76,71,0,11,0,11,0,11,64,69,0,11,0,11,0,11,241,11,212,0,0,0,18,0,11,18
1400000US36047078800,3237,418,89,68,2857,420,21,23,42,66,0,11,166,173,62,68,51,65,11,19,"Census Tract 788, Kings County, New York",36,047,078800,3237,418,2901,415,24,28,2752,421,21,23,42,66,0,11,0,11,62,68,51,65,11,19,336,188,65,61,105,69,0,11,0,11,0,11,166,173,0,11,0,11,0,11,653,9,536,21,0,0,77,10,0,86
1400000US36047018300,2692,341,1567,281,543,253,10,17,213,82,0,11,209,122,150,79,10,16,140,80,"Census Tract 183, Kings County, New York",36,047,018300,2692,341,2365,341,1488,275,527,252,0,11,181,74,0,11,19,28,150,79,10,16,140,80,327,143,79,52,16,30,10,17,32,42,0,11,190,119,0,11,0,11,0,11,208,102,27,10,17,0,52,0,85,60
1400000US36047047000,2806,349,2658,344,24,39,0,11,86,79,0,11,38,45,0,11,0,11,0,11,"Census Tract 470, Kings County, New York",36,047,047000,2806,349,2725,348,2620,344,8,12,0,11,86,79,0,11,11,17,0,11,0,11,0,11,81,73,38,46,16,27,0,11,0,11,0,11,27,42,0,11,0,11,0,11,1170,1153,0,0,0,0,17,0,1127,32
1400000US36047088000,3208,344,187,203,2965,392,0,11,0,11,0,11,28,33,28,25,10,15,18,20,"Census Tract 880, Kings County, New York",36,047,088000,3208,344,2990,346,187,203,2775,387,0,11,0,11,0,11,0,11,28,25,10,15,18,20,218,141,0,11,190,144,0,11,0,11,0,11,28,33,0,11,0,11,0,11,524,0,524,0,0,0,0,0,0,83
1400000US36047022800,3367,395,2139,434,64,66,1,2,774,152,0,11,365,200,24,21,11,15,13,14,"Census Tract 228, Kings County, New York",36,047,022800,3367,395,2887,428,2014,429,64,66,1,2,774,152,0,11,11,16,23,21,10,15,13,14,480,197,125,87,0,11,0,11,0,11,0,11,354,199,1,2,1,2,0,11,1121,660,9,0,306,0,146,0,637,169
1400000US36047064600,2402,189,2216,211,45,37,0,11,89,65,0,11,26,32,26,28,6,10,20,25,"Census Tract 646, Kings County, New York",36,047,064600,2402,189,2082,278,1922,281,39,36,0,11,89,65,0,11,6,9,26,28,6,10,20,25,320,226,294,216,6,9,0,11,0,11,0,11,20,31,0,11,0,11,0,11,113,100,13,0,0,0,0,0,100,0
1400000US36047093800,2196,214,26,32,2148,222,0,11,0,11,0,11,9,16,13,19,0,11,13,19,"Census Tract 938, Kings County, New York",36,047,093800,2196,214,2174,215,26,32,2148,222,0,11,0,11,0,11,0,11,0,11,0,11,0,11,22,22,0,11,0,11,0,11,0,11,0,11,9,16,13,19,0,11,13,19,552,19,520,0,0,0,0,13,19,13
1400000US36047046000,4028,545,1973,386,143,128,16,26,1666,598,0,11,44,81,186,126,107,101,79,97,"Census Tract 460, Kings County, New York",36,047,046000,4028,545,3907,559,1899,368,143,128,0,11,1666,598,0,11,25,39,174,122,107,101,67,95,121,97,74,57,0,11,16,26,0,11,0,11,19,74,12,22,0,11,12,22,1128,468,50,0,506,0,0,104,434,34
1400000US36047051200,6103,530,636,246,3978,551,28,44,62,53,0,16,958,360,441,273,29,34,412,272,"Census Tract 512, Kings County, New York",36,047,051200,6103,530,4802,531,578,236,3780,505,28,44,62,53,0,16,15,24,339,229,15,24,324,226,1301,415,58,78,198,158,0,16,0,16,0,16,943,363,102,125,14,23,88,125,1200,86,621,0,31,0,333,129,28,482
1400000US36047002000,1368,222,452,187,91,72,0,11,128,82,0,11,660,221,37,29,23,25,14,17,"Census Tract 20, Kings County, New York",36,047,002000,1368,222,274,118,98,57,48,55,0,11,128,82,0,11,0,11,0,11,0,11,0,11,1094,238,354,188,43,47,0,11,0,11,0,11,660,221,37,29,23,25,14,17,289,49,6,0,17,0,213,4,4,268
1400000US36047052000,4566,400,1212,211,943,248,0,11,1556,355,0,11,604,267,251,297,0,11,251,297,"Census Tract 520, Kings County, New York",36,047,052000,4566,400,3961,452,1135,209,943,248,0,11,1508,359,0,11,124,173,251,297,0,11,251,297,605,238,77,72,0,11,0,11,48,77,0,11,480,205,0,11,0,11,0,11,982,151,109,0,494,0,39,189,151,39
1400000US36047055500,5178,330,3716,295,297,208,0,16,648,182,0,16,333,172,184,76,29,36,155,70,"Census Tract 555, Kings County, New York",36,047,055500,5178,330,4226,343,3245,274,169,167,0,16,648,182,0,16,19,23,145,67,0,16,145,67,952,207,471,150,128,118,0,16,0,16,0,16,314,170,39,39,29,36,10,17,471,288,12,0,58,0,98,15,200,201
1400000US36047015400,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,"Census Tract 154, Kings County, New York",36,047,015400,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,0,0,0,0,0,0,0,0,0
1400000US36047022700,3725,456,829,197,2356,464,0,11,201,167,12,18,191,129,136,80,10,15,126,79,"Census Tract 227, Kings County, New York",36,047,022700,3725,456,3238,472,782,172,2099,451,0,11,201,167,12,18,35,40,109,73,10,15,99,72,487,216,47,52,257,171,0,11,0,11,0,11,156,122,27,25,0,11,27,25,528,76,246,0,127,0,67,12,76,67
1400000US36047028300,4150,433,781,334,2416,403,12,22,71,54,0,11,628,331,242,221,0,11,242,221,"Census Tract 283, Kings County, New York",36,047,028300,4150,433,2460,385,226,109,2151,363,12,22,71,54,0,11,0,11,0,11,0,11,0,11,1690,408,555,309,265,178,0,11,0,11,0,11,628,331,242,221,0,11,242,221,1429,202,826,0,39,0,172,190,56,608
1400000US36047031900,3782,601,997,395,2704,592,0,11,9,15,0,11,47,68,25,32,8,14,17,28,"Census Tract 319, Kings County, New York",36,047,031900,3782,601,3473,612,844,369,2603,598,0,11,9,15,0,11,0,11,17,28,0,11,17,28,309,166,153,126,101,88,0,11,0,11,0,11,47,68,8,14,8,14,0,11,1111,439,655,0,0,0,0,17,393,54
1400000US36047032100,5897,569,1019,315,4362,695,0,16,154,185,0,16,316,280,46,49,0,16,46,49,"Census Tract 321, Kings County, New York",36,047,032100,5897,569,5182,542,730,207,4027,671,0,16,154,185,0,16,225,280,46,49,0,16,46,49,715,341,289,253,335,225,0,16,0,16,0,16,91,71,0,16,0,16,0,16,1379,283,925,0,127,0,27,17,126,281
1400000US36047068200,3037,504,667,144,2088,512,0,11,61,64,0,11,205,201,16,22,16,22,0,11,"Census Tract 682, Kings County, New York",36,047,068200,3037,504,2550,444,533,149,1956,460,0,11,61,64,0,11,0,11,0,11,0,11,0,11,487,274,134,79,132,164,0,11,0,11,0,11,205,201,16,22,16,22,0,11,125,20,92,0,0,0,13,0,16,17
1400000US36047037401,4174,459,3638,468,50,37,88,116,363,142,0,11,0,11,35,44,8,13,27,42,"Census Tract 374.01, Kings County, New York",36,047,037401,4174,459,4020,458,3511,476,23,25,88,116,363,142,0,11,0,11,35,44,8,13,27,42,154,94,127,94,27,29,0,11,0,11,0,11,0,11,0,11,0,11,0,11,423,269,0,74,80,0,0,0,269,0
1400000US36047088600,4472,389,26,31,4210,384,19,30,23,37,0,11,114,126,80,68,0,11,80,68,"Census Tract 886, Kings County, New York",36,047,088600,4472,389,4153,379,26,31,4016,383,19,30,23,37,0,11,14,22,55,58,0,11,55,58,319,182,0,11,194,144,0,11,0,11,0,11,100,116,25,27,0,11,25,27,991,0,931,19,23,0,7,11,0,58
1400000US36047089600,3411,437,125,86,2913,421,0,11,212,185,0,11,161,140,0,11,0,11,0,11,"Census Tract 896, Kings County, New York",36,047,089600,3411,437,3180,435,71,50,2897,422,0,11,212,185,0,11,0,11,0,11,0,11,0,11,231,160,54,61,16,25,0,11,0,11,0,11,161,140,0,11,0,11,0,11,890,12,807,0,8,0,63,0,4,71
1400000US36047117601,3037,297,1328,323,727,205,0,11,84,75,0,11,874,306,24,36,24,36,0,11,"Census Tract 1176.01, Kings County, New York",36,047,117601,3037,297,808,172,146,72,578,166,0,11,84,75,0,11,0,11,0,11,0,11,0,11,2229,327,1182,323,149,110,0,11,0,11,0,11,874,306,24,36,24,36,0,11,795,364,256,0,58,0,101,16,9,543
1400000US36047005900,1429,191,930,139,223,149,0,11,38,41,0,11,167,127,71,49,0,11,71,49,"Census Tract 59, Kings County, New York",36,047,005900,1429,191,1122,152,821,129,206,139,0,11,38,41,0,11,11,18,46,45,0,11,46,45,307,168,109,90,17,18,0,11,0,11,0,11,156,126,25,25,0,11,25,25,270,180,75,0,0,0,9,6,88,107
1400000US36047018800,2879,275,1815,239,6,9,0,11,1030,290,0,11,26,28,2,6,2,6,0,11,"Census Tract 188, Kings County, New York",36,047,018800,2879,275,2616,269,1584,221,0,11,0,11,1030,290,0,11,0,11,2,6,2,6,0,11,263,127,231,123,6,9,0,11,0,11,0,11,26,28,0,11,0,11,0,11,325,126,6,0,182,0,9,2,104,37
1400000US36047030700,4304,501,125,85,3396,501,0,11,42,64,0,11,689,396,52,63,36,49,16,29,"Census Tract 307, Kings County, New York",36,047,030700,4304,501,3305,461,80,79,3140,475,0,11,42,64,0,11,0,11,43,51,36,49,7,12,999,380,45,37,256,141,0,11,0,11,0,11,689,396,9,28,0,11,9,28,1606,41,1106,0,42,0,381,36,15,591
1400000US36047053800,4265,367,3585,391,91,90,0,11,162,96,0,11,378,314,49,54,0,11,49,54,"Census Tract 538, Kings County, New York",36,047,053800,4265,367,3510,383,3208,371,91,90,0,11,162,96,0,11,0,11,49,54,0,11,49,54,755,396,377,340,0,11,0,11,0,11,0,11,378,314,0,11,0,11,0,11,1234,1185,5,0,26,0,18,0,1003,200
1400000US36047010200,5265,500,1033,287,10,17,0,16,3707,551,0,16,450,323,65,50,0,16,65,50,"Census Tract 102, Kings County, New York",36,047,010200,5265,500,4038,547,284,87,10,17,0,16,3707,551,0,16,0,16,37,36,0,16,37,36,1227,392,749,280,0,16,0,16,0,16,0,16,450,323,28,34,0,16,28,34,1313,275,0,0,1008,0,30,0,53,252
1400000US36047010400,5937,594,536,213,18,20,0,16,4713,649,0,16,597,384,73,79,0,16,73,79,"Census Tract 104, Kings County, New York",36,047,010400,5937,594,5323,604,430,205,18,20,0,16,4713,649,0,16,96,131,66,70,0,16,66,70,614,358,106,62,0,16,0,16,0,16,0,16,501,367,7,11,0,16,7,11,1787,116,0,0,1451,0,175,45,98,113
1400000US36047018501,4530,399,798,292,2695,457,44,50,380,243,0,11,494,226,119,75,47,43,72,52,"Census Tract 185.01, Kings County, New York",36,047,018501,4530,399,3158,399,207,93,2441,410,21,33,380,243,0,11,45,73,64,55,9,19,55,44,1372,244,591,279,254,183,23,37,0,11,0,11,449,205,55,46,38,39,17,27,2443,369,1495,44,211,0,285,39,21,783
1400000US36047019700,3508,295,1679,228,1292,238,10,16,233,144,0,11,90,99,204,128,14,20,190,126,"Census Tract 197, Kings County, New York",36,047,019700,3508,295,3275,310,1569,212,1237,239,0,11,233,144,0,11,66,93,170,120,1,2,169,119,233,121,110,74,55,88,10,16,0,11,0,11,24,35,34,29,13,20,21,21,493,170,289,0,34,0,0,0,170,0
1400000US36047061002,4282,464,4282,464,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,"Census Tract 610.02, Kings County, New York",36,047,061002,4282,464,4247,459,4247,459,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,35,41,35,41,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,302,302,0,0,0,0,0,0,302,0
1400000US36047072600,2110,270,66,38,2039,271,0,11,5,8,0,11,0,11,0,11,0,11,0,11,"Census Tract 726, Kings County, New York",36,047,072600,2110,270,2085,269,61,36,2024,272,0,11,0,11,0,11,0,11,0,11,0,11,0,11,25,22,5,8,15,18,0,11,5,8,0,11,0,11,0,11,0,11,0,11,89,0,89,0,0,0,0,0,0,0
1400000US36047075600,1971,212,1550,222,151,145,0,11,245,126,0,11,15,14,10,15,0,11,10,15,"Census Tract 756, Kings County, New York",36,047,075600,1971,212,1889,209,1483,220,151,145,0,11,245,126,0,11,0,11,10,15,0,11,10,15,82,38,67,34,0,11,0,11,0,11,0,11,15,14,0,11,0,11,0,11,309,169,108,0,25,0,7,0,164,12
1400000US36047119400,3626,496,863,311,2645,459,0,11,52,69,0,11,47,39,19,35,19,35,0,11,"Census Tract 1194, Kings County, New York",36,047,119400,3626,496,2543,449,0,11,2484,445,0,11,52,69,0,11,7,14,0,11,0,11,0,11,1083,316,863,311,161,157,0,11,0,11,0,11,40,34,19,35,19,35,0,11,1032,364,654,0,0,0,14,0,0,378
1400000US36047004300,3191,231,2307,192,175,100,0,11,169,62,0,11,393,162,147,75,25,27,122,72,"Census Tract 43, Kings County, New York",36,047,004300,3191,231,2637,217,2200,189,138,90,0,11,169,62,0,11,21,25,109,63,14,23,95,58,554,165,107,60,37,32,0,11,0,11,0,11,372,160,38,42,11,17,27,38,269,114,45,0,23,0,65,22,112,92
1400000US36047029800,3871,352,2335,362,1,2,0,11,957,358,0,11,578,378,0,11,0,11,0,11,"Census Tract 298, Kings County, New York",36,047,029800,3871,352,3230,409,2182,340,1,2,0,11,957,358,0,11,90,143,0,11,0,11,0,11,641,364,153,146,0,11,0,11,0,11,0,11,488,352,0,11,0,11,0,11,430,191,1,0,108,0,130,0,112,138
1400000US36047035000,2806,255,2710,241,0,11,0,11,46,45,0,11,6,10,44,45,12,21,32,39,"Census Tract 350, Kings County, New York",36,047,035000,2806,255,2788,249,2710,241,0,11,0,11,46,45,0,11,0,11,32,39,0,11,32,39,18,31,0,11,0,11,0,11,0,11,0,11,6,10,12,21,12,21,0,11,614,596,0,0,18,0,0,0,596,0
1400000US36047059200,4599,331,2829,291,104,102,0,11,1621,358,0,11,0,11,45,33,6,10,39,31,"Census Tract 592, Kings County, New York",36,047,059200,4599,331,4416,366,2693,286,57,82,0,11,1621,358,0,11,0,11,45,33,6,10,39,31,183,107,136,91,47,71,0,11,0,11,0,11,0,11,0,11,0,11,0,11,462,247,0,0,203,0,0,12,230,17
1400000US36047089400,3751,436,168,159,3335,392,0,11,37,46,0,11,182,150,29,34,29,34,0,11,"Census Tract 894, Kings County, New York",36,047,089400,3751,436,3393,430,113,154,3232,414,0,11,37,46,0,11,0,11,11,17,11,17,0,11,358,208,55,46,103,114,0,11,0,11,0,11,182,150,18,29,18,29,0,11,1031,0,903,0,6,0,104,18,0,122
1400000US36047100800,2138,236,233,121,1742,259,0,11,75,65,0,11,68,54,20,22,11,18,9,13,"Census Tract 1008, Kings County, New York",36,047,100800,2138,236,1976,248,200,109,1681,250,0,11,75,65,0,11,0,11,20,22,11,18,9,13,162,83,33,47,61,49,0,11,0,11,0,11,68,54,0,11,0,11,0,11,510,76,344,0,65,0,14,11,76,14
1400000US36047020400,1947,229,1255,184,0,11,0,11,689,221,3,6,0,11,0,11,0,11,0,11,"Census Tract 204, Kings County, New York",36,047,020400,1947,229,1919,227,1236,184,0,11,0,11,680,215,3,6,0,11,0,11,0,11,0,11,28,21,19,19,0,11,0,11,9,12,0,11,0,11,0,11,0,11,0,11,219,120,0,0,96,3,0,0,120,0
1400000US36047043200,4790,364,2807,340,24,36,22,26,1647,352,0,11,117,123,173,135,21,43,152,134,"Census Tract 432, Kings County, New York",36,047,043200,4790,364,4130,395,2292,315,24,36,0,11,1647,352,0,11,27,31,140,135,0,11,140,135,660,299,515,283,0,11,22,26,0,11,0,11,90,123,33,53,21,43,12,22,993,414,1,15,439,0,85,39,379,129
1400000US36047054400,2918,301,2660,284,0,11,0,11,244,98,0,11,0,11,14,23,0,11,14,23,"Census Tract 544, Kings County, New York",36,047,054400,2918,301,2902,300,2644,281,0,11,0,11,244,98,0,11,0,11,14,23,0,11,14,23,16,25,16,25,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,692,670,0,0,22,0,0,0,670,0
